image	Ind	Infl_pos	Cor_Len_Var	Nectar_UNC	Sugar_UND	Sugar_D+2.5	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	Top_out_dia	Top_in_dia	Bottom_out_dia	Nec_H1	Nec_H2	Nec_H3	Nec_H4	Ov_H1	Ov_H2	Nec_H_avg	Ov_H_avg	Top_out_rad	Top_in_rad	Nec_thickness	Bottom_out_rad	Bottom_in_rad	Bottom_in_rad_A	Bottom_in_rad_B	Bottom_in_rad_C	Bottom_in_rad_D	FVol_A	FVol_B	FVol_C	FVol_C1	FVol_C2	FVol_C3	FVol_C4	CVol_A	CVol_B	Frustrum_Vol	Frustrum_Vol_A	Frustrum_Vol_B	Frustrum_Vol_C	Frustrum_Vol_D	Cylinder_Vol
69	32	1	29.13	26.09	27.4	10.9	2.232	2.052	2.122	1.687	3.438	1.536	3.316	1.942	2.232	1.687	2.325	0.655	3.009	0.603	3.333	1.571	1.316	1.101	1.084	0.365	0.365	0.371	0.406	1.397	1.339	0.37675	1.368	0.658	0.5505	0.1075	0.542	0.4345	0.542	0.48825	0.515125	0.5285625	0.394531677	1.083364	0.73103275	0.89518525	0.810219938	0.851980328	0.873402223	1.183595032	0.12991375	0.139005839	0.074242478	0.107763985	0.091288188	0.082836572	0.153765269
127	32	1	27.04	25.88	29.5	11.9	2.197	2.035	2.099	1.6	3.42	1.583	3.38	1.965	2.238	1.594	2.359	0.649	3.055	0.626	3.316	1.588	1.321	1.078	1.183	0.435	0.441	0.377	0.382	1.386	1.339	0.40875	1.3625	0.6605	0.539	0.1215	0.5915	0.47	0.5915	0.53075	0.561125	0.5763125	0.428041999	1.17681825	0.764751	0.95921175	0.858290813	0.907828641	0.933289535	1.284125997	0.14573925	0.176382089	0.093144721	0.136343121	0.11513885	0.104240518	0.18714756
160	32	1	27.42	22.53	25.2	9	2.336	2.116	2.249	1.78	3.554	1.635	3.478	2.006	2.348	1.745	2.522	0.8	3.258	0.725	3.461	1.646	1.305	1.113	1.142	0.336	0.371	0.36	0.371	1.316	1.281	0.3595	1.2985	0.6525	0.5565	0.096	0.571	0.475	0.571	0.523	0.547	0.559	0.37646752	1.12437475	0.79965475	0.95349475	0.87427075	0.91330675	0.93325675	1.129402559	0.116064	0.122246533	0.06433077	0.094156033	0.079460246	0.071949719	0.131082979
109	35	1	26.97	21.63	27.8	9.2	2.214	2.035	2.116	1.629	3.409	1.594	3.397	1.983	2.29	1.623	2.417	0.719	3.09	0.672	3.293	1.606	1.293	1.003	1.183	0.406	0.412	0.377	0.389	1.316	1.311	0.396	1.3135	0.6465	0.5015	0.145	0.5915	0.4465	0.5915	0.519	0.55525	0.573375	0.41469023	1.15023925	0.67478425	0.89801175	0.78114175	0.838262688	0.867808703	1.244070691	0.16646	0.197166543	0.10459628	0.153061127	0.129373633	0.117121189	0.207088007
836	35	1	25.6	12.99	25.5	6.2	2.301	1.936	2.22	1.623	3.467	1.559	3.438	1.89	2.354	1.583	2.493	0.806	3.223	0.783	3.374	1.548	1.247	1.02	1.137	0.313	0.353	0.342	0.331	1.13	1.107	0.33475	1.1185	0.6235	0.51	0.1135	0.5685	0.455	0.5685	0.51175	0.540125	0.5543125	0.35054938	1.06640425	0.699175	0.87322725	0.782980563	0.827298766	0.850061723	1.051648141	0.12865225	0.128731986	0.067718078	0.099353998	0.083818279	0.075838739	0.1352969
2734	35	1	23.78	24.66	26.2	9.9	2.226	2.151	2.104	1.786	3.53	1.658	3.536	1.988	2.214	1.722	2.307	0.939	3.119	0.881	3.403	1.559	1.426	1.189	1.31	0.365	0.429	0.429	0.33	1.212	1.107	0.38825	1.1595	0.713	0.5945	0.1185	0.655	0.5365	0.655	0.59575	0.625375	0.6401875	0.406574449	1.404409	0.96021175	1.17185275	1.062521688	1.116309578	1.143861754	1.219723348	0.15493875	0.180599252	0.094551429	0.139002646	0.117133864	0.105931853	0.188982411
2768	35	1	24.4	26.49	23.1	9.1	2.226	1.988	2.157	1.687	3.478	1.606	3.461	1.988	2.278	1.641	2.406	0.852	3.13	0.864	3.345	1.6	1.321	1.067	1.235	0.301	0.347	0.388	0.382	1.136	1.124	0.3545	1.13	0.6605	0.5335	0.127	0.6175	0.4905	0.6175	0.554	0.58575	0.601625	0.371231532	1.22542525	0.78689425	0.99536475	0.88709725	0.940222938	0.967541828	1.113694596	0.151638	0.162796535	0.085405712	0.125598022	0.105876091	0.095734458	0.168878421
0	39	1	28.16	21.27	29.8	10.2	2.151	2.162	2.012	1.704	3.386	1.664	3.322	2.145	2.191	1.704	2.359	0.725	3.003	0.707	3.27	1.646	1.374	1.079	1.171	0.458	0.458	0.499	0.481	1.437	1.438	0.474	1.4375	0.687	0.5395	0.1475	0.5855	0.438	0.5855	0.51175	0.548625	0.5670625	0.496371639	1.21701775	0.71920525	0.94974775	0.829037438	0.888032828	0.918550348	1.489114918	0.18090875	0.247100007	0.132665248	0.192582424	0.163298785	0.148150754	0.269393918
1052	39	2	23.37	16.34	29.4	9	2.342	2.035	2.151	1.623	3.409	1.594	3.374	2.029	2.278	1.571	2.365	0.765	3.067	0.725	3.322	1.571	1.258	1.044	1.032	0.412	0.464	0.458	0.435	1.27	1.304	0.44225	1.287	0.629	0.522	0.107	0.516	0.409	0.516	0.4625	0.48925	0.502625	0.463123117	0.986461	0.653263	0.808092	0.72781525	0.767238063	0.787486141	1.389369351	0.123157	0.154311696	0.082606807	0.119784826	0.10152721	0.092149857	0.171110561
1144	39	1	28.89	32	30.2	13.9	2.249	2.012	2.203	1.646	3.467	1.646	3.42	2.046	2.319	1.6	2.458	0.812	3.165	0.8	3.328	1.6	1.264	1.009	1.171	0.366	0.412	0.446	0.4	1.2	1.246	0.406	1.223	0.632	0.5045	0.1275	0.5855	0.458	0.5855	0.52175	0.553625	0.5695625	0.425162206	1.11227025	0.69534525	0.89271525	0.789966188	0.840324703	0.866265973	1.275486617	0.14490375	0.177260753	0.093346488	0.137031506	0.115620969	0.104591721	0.184822794
1980	39	1	26.56	30.36	27.7	12	2.139	2.012	2.104	1.664	3.432	1.612	3.362	2.017	2.214	1.635	2.371	0.945	3.107	0.904	3.281	1.583	1.328	1.067	1.223	0.348	0.377	0.434	0.405	1.067	1.113	0.391	1.09	0.664	0.5335	0.1305	0.6115	0.481	0.6115	0.54625	0.578875	0.5951875	0.409454243	1.22086425	0.77259675	0.98478975	0.874435688	0.928548328	0.956402941	1.228362728	0.15627375	0.18354503	0.096661706	0.141846645	0.119689994	0.108284805	0.19196085
591	42	1	23.62	1.01		0.4	2.197	1.93	2.133	1.588	3.362	1.501	3.403	1.872	2.238	1.583	2.383	0.806	3.061	0.788	3.252	1.507	1.229	1.014	1.206	0.342	0.347	0.365	0.371	1.124	1.084	0.35625	1.104	0.6145	0.507	0.1075	0.603	0.4955	0.603	0.54925	0.576125	0.5895625	0.373064128	1.11176275	0.75378775	0.926379	0.837194313	0.881064391	0.903541129	1.119192383	0.12056125	0.133547631	0.069160027	0.102431635	0.086065282	0.077680017	0.134931233
714	42	1	23.85	15.58	27.6	7.5	2.122	1.936	2.11	1.519	3.478	1.559	3.525	1.977	2.243	1.501	2.481	0.771	3.142	0.771	3.403	1.577	1.368	1.16	1.403	0.417	0.435	0.4	0.418	1.165	1.206	0.4175	1.1855	0.684	0.58	0.104	0.7015	0.5975	0.7015	0.6495	0.6755	0.6885	0.437204978	1.43978425	1.03995625	1.23537225	1.13496025	1.18449025	1.20976225	1.311614933	0.131456	0.174806792	0.089369944	0.13327057	0.111615808	0.100566763	0.172419653
1578	42	1	21.64	0			2.214	1.948	2.18	1.623	3.42	1.536	3.42	1.867	2.267	1.583	2.423	0.928	3.113	0.887	3.339	1.554	1.24	1.072	1.206	0.325	0.365	0.313	0.331	1.02	0.98	0.3335	1	0.62	0.536	0.084	0.603	0.519	0.603	0.561	0.582	0.5925	0.349240383	1.121869	0.834841	0.974113	0.902713	0.937972	0.95593225	1.04772115	0.097104	0.100241769	0.051602362	0.076538125	0.064224259	0.057951814	0.101737915
2595	42	1	28.82	25.98	27	10.1	2.168	2.186	2.099	1.71	3.403	1.629	3.443	2.052	2.232	1.687	2.377	0.904	3.142	0.899	3.31	1.617	1.304	1.078	1.275	0.476	0.499	0.435	0.423	1.282	1.153	0.45825	1.2175	0.652	0.539	0.113	0.6375	0.5245	0.6375	0.581	0.60925	0.623375	0.479878278	1.24716025	0.84832675	1.04053975	0.941241	0.990092313	1.015116516	1.439634834	0.134583	0.191391533	0.09915269	0.146804003	0.123361319	0.111352748	0.193750375
2653	42	1	31.09	16.52	27.2	7.9	2.267	2.093	2.186	1.594	3.559	1.583	3.554	2.023	2.29	1.583	2.522	0.939	3.258	0.899	3.443	1.554	1.373	1.153	1.287	0.499	0.51	0.469	0.44	1.154	1.124	0.4795	1.139	0.6865	0.5765	0.11	0.6435	0.5335	0.6435	0.5885	0.616	0.62975	0.502131226	1.32713725	0.92453725	1.11742225	1.01795475	1.06693225	1.091988188	1.506393677	0.13893	0.202158032	0.10530445	0.155250188	0.130657056	0.118075687	0.209283274
2727	42	1	29.6	26.95	29.5	12.1	2.267	2.272	2.186	1.774	3.623	1.658	3.617	2.104	2.336	1.699	2.539	0.974	3.241	0.974	3.484	1.646	1.437	1.148	1.35	0.498	0.573	0.458	0.446	1.298	1.13	0.49375	1.214	0.7185	0.574	0.1445	0.675	0.5305	0.675	0.60275	0.638875	0.6569375	0.517053791	1.45685475	0.91541325	1.172551	1.038762063	1.104351516	1.138125004	1.551161373	0.18676625	0.27995438	0.147000332	0.216176409	0.182263134	0.164800423	0.289704593
247	43	2	28.64	36.95	31.1	14.8	2.191	2.017	2.162	1.641	3.432	1.588	3.432	2.041	2.284	1.617	2.423	0.806	3.217	0.771	3.339	1.612	1.27	1.055	1.241	0.376	0.4	0.429	0.453	1.211	1.27	0.4145	1.2405	0.635	0.5275	0.1075	0.6205	0.513	0.6205	0.56675	0.593625	0.6070625	0.434063385	1.18226275	0.81203275	0.99059025	0.898422438	0.943784078	0.967006598	1.302190155	0.12496875	0.160703287	0.083198014	0.123204687	0.10351486	0.093434814	0.162733076
557	43	1	29.38	27.89	25.7	11.2	2.128	1.93	2.081	1.588	3.345	1.42	3.351	1.855	2.214	1.577	2.383	0.771	3.049	0.736	3.212	1.449	1.264	0.998	1.223	0.342	0.353	0.406	0.435	1.159	1.119	0.384	1.139	0.632	0.499	0.133	0.6115	0.4785	0.6115	0.545	0.57825	0.594875	0.40212386	1.15982425	0.71673475	0.92807175	0.817981	0.871920813	0.899719891	1.206371579	0.150423	0.17817686	0.09319321	0.137463327	0.115772841	0.104594169	0.181466032
1262	43	1	26.2	25.57	21.9	9.1	2.22	2.023	2.116	1.664	3.426	1.606	3.438	1.965	2.226	1.641	2.458	0.794	3.084	0.8	3.316	1.559	1.31	1.09	1.218	0.359	0.382	0.406	0.359	1.229	1.165	0.3765	1.197	0.655	0.545	0.11	0.609	0.499	0.609	0.554	0.5815	0.59525	0.394269878	1.198801	0.817981	0.999811	0.905871	0.95208475	0.975758813	1.182809634	0.132	0.150145855	0.078455763	0.115493475	0.097272786	0.087938816	0.156130872
2422	44	1	31.4	27.06	31.6	13.1	1.994	2.168	2.023	1.699	3.519	1.623	3.577	2.133	2.191	1.687	2.394	0.945	3.177	0.933	3.42	1.6	1.496	1.229	1.583	0.469	0.481	0.533	0.51	1.223	1.2	0.49825	1.2115	0.748	0.6145	0.1335	0.7915	0.658	0.7915	0.72475	0.758125	0.7748125	0.52176618	1.77801825	1.21491525	1.49045925	1.348231688	1.418231578	1.454066941	1.56529854	0.18189375	0.293808101	0.150038561	0.224248093	0.187724517	0.169026837	0.284718021
2553	44	1	30.81	47.27	33.5	17.8	2.151	2.249	2.075	1.762	3.687	1.716	3.646	2.18	2.238	1.768	2.435	0.945	3.333	0.933	3.554	1.635	1.612	1.316	1.495	0.487	0.481	0.545	0.464	1.304	1.247	0.49425	1.2755	0.806	0.658	0.148	0.7475	0.5995	0.7475	0.6735	0.7105	0.729	0.51757739	1.81087725	1.18683525	1.48357525	1.32972925	1.40528325	1.444087	1.552732169	0.216672	0.322990029	0.169404115	0.249031326	0.209926284	0.18984234	0.336433585
2598	44	1	30.54	45.3	32.5	19.5	2.151	2.081	2.075	1.641	3.536	1.571	3.536	2.041	2.22	1.617	2.406	1.096	3.165	1.061	3.403	1.554	1.461	1.183	1.385	0.44	0.464	0.487	0.47	0.985	0.98	0.46525	0.9825	0.7305	0.5915	0.139	0.6925	0.5535	0.6925	0.623	0.65775	0.675125	0.487208661	1.51905775	0.98362975	1.23904225	1.10650575	1.171566438	1.205002453	1.461625982	0.183758	0.260865159	0.136425977	0.200998907	0.169300777	0.153010461	0.268585467
2655	44	1	31.4	27.12	31.1	12.9	2.151	2.162	2.093	1.762	3.49	1.594	3.496	2.041	2.226	1.722	2.377	1.049	3.119	0.98	3.357	1.617	1.397	1.131	1.345	0.4	0.44	0.424	0.447	1.113	1.061	0.42775	1.087	0.6985	0.5655	0.133	0.6725	0.5395	0.6725	0.606	0.63925	0.655875	0.447938753	1.40989975	0.91593775	1.15234525	1.02971925	1.089926688	1.120859578	1.343816258	0.168112	0.221264722	0.115368641	0.170297579	0.143328334	0.129472294	0.225911639
104	47	1	27.46	7.02	29.8	4	2.22	2.11	2.081	1.71	3.449	1.554	3.386	2.006	2.18	1.612	2.33	0.817	3.061	0.777	3.333	1.559	1.368	1.153	1.166	0.4	0.498	0.447	0.452	1.293	1.229	0.44925	1.261	0.684	0.5765	0.1075	0.583	0.4755	0.583	0.52925	0.556125	0.5695625	0.4704535	1.206517	0.83257825	1.00834075	0.917570438	0.962233328	0.985106473	1.4113605	0.13550375	0.175920794	0.09323271	0.135935922	0.114924108	0.104163357	0.19124464
709	47	1	24.15	16.7	29.2	8.9	2.255	1.948	2.093	1.554	3.449	1.496	3.362	1.884	2.214	1.519	2.423	0.754	3.154	0.742	3.357	1.49	1.356	1.143	1.107	0.394	0.429	0.394	0.388	1.194	1.142	0.40125	1.168	0.678	0.5715	0.1065	0.5535	0.447	0.5535	0.50025	0.526875	0.5401875	0.420188017	1.14131925	0.78188175	0.94929975	0.862755188	0.905318578	0.927131941	1.260564052	0.13307175	0.151031331	0.080684293	0.117049281	0.099164654	0.089998941	0.167745464
1398	47	2	25.03	5.75	27.8	3.8?	2.128	1.988	2.041	1.623	3.409	1.617	3.38	2.006	2.168	1.635	2.446	0.817	3.09	0.777	3.328	1.623	1.368	1.16	1.252	0.365	0.353	0.383	0.389	1.171	1.229	0.3725	1.2	0.684	0.58	0.104	0.626	0.522	0.626	0.574	0.6	0.613	0.390081088	1.287916	0.911644	1.091356	0.998796	1.0444	1.067709	1.170243263	0.131456	0.146776591	0.076674339	0.112780244	0.094990986	0.085898586	0.153835498
1929	47	1	25.23	26.48	31	11.8	2.168	2.128	2.093	1.67	3.583	1.641	3.588	2.07	2.255	1.6	2.423	0.864	3.27	0.858	3.472	1.617	1.49	1.217	1.42	0.458	0.528	0.453	0.429	1.264	1.212	0.467	1.238	0.745	0.6085	0.1365	0.71	0.5735	0.71	0.64175	0.675875	0.6929375	0.489041256	1.588075	1.04814925	1.30640725	1.172620188	1.238349203	1.272087098	1.467123769	0.18475275	0.264045967	0.13774715	0.203174543	0.171030343	0.154531121	0.271055151
9	50	1	24.96	17.95	23	6	2.381	1.92	2.316	1.631	3.449	1.61	3.388	1.973	2.426	1.635	2.552	0.844	3.241	0.864	3.36	1.639	1.133	0.934	1.007	0.289	0.285	0.334	0.363	1.076	1.109	0.31775	1.0925	0.5665	0.467	0.0995	0.5035	0.404	0.5035	0.45375	0.478625	0.4910625	0.332747022	0.85966725	0.569973	0.70673575	0.635879313	0.670688766	0.688557566	0.998241066	0.10283325	0.096394899	0.050887501	0.07446477	0.062882028	0.056936238	0.102652373
554	50	1	24.87	19.1	23.9	8	2.162	1.809	2.128	1.594	3.414	1.536	3.414	1.884	2.261	1.554	2.446	0.846	3.165	0.858	3.316	1.559	1.286	1.055	1.252	0.215	0.255	0.325	0.348	0.963	1.026	0.28575	0.9945	0.643	0.5275	0.1155	0.626	0.5105	0.626	0.56825	0.597125	0.6115625	0.2992367	1.207843	0.80815525	1.00034725	0.900916188	0.949797953	0.97486416	0.897710101	0.13519275	0.119601243	0.062090344	0.091843767	0.077216548	0.069715819	0.121363897
586	50	1	24.46	9.13	24.5	4.9	2.261	1.988	2.232	1.693	3.443	1.577	3.403	1.867	2.319	1.664	2.487	0.742	3.107	0.725	3.368	1.588	1.211	1.049	1.142	0.295	0.324	0.279	0.29	1.246	1.142	0.297	1.194	0.6055	0.5245	0.081	0.571	0.49	0.571	0.5305	0.55075	0.560875	0.311017673	1.03841175	0.77220525	0.90063075	0.83477775	0.867294188	0.883859953	0.933053018	0.09153	0.082794926	0.042852326	0.063333773	0.053220586	0.04806834	0.085402343
715	52	1	29.91	40.66	33.8	17.6	2.157	2.168	2.099	1.617	3.519	1.606	3.53	2.145	2.261	1.583	2.435	0.875	3.13	0.881	3.42	1.583	1.42	1.159	1.373	0.551	0.585	0.562	0.539	1.293	1.264	0.55925	1.2785	0.71	0.5795	0.1305	0.6865	0.556	0.6865	0.62125	0.653875	0.6701875	0.585645231	1.46279725	0.96715825	1.20492925	1.081786188	1.142293328	1.173345191	1.756935692	0.16827975	0.290268616	0.151019164	0.223137312	0.187701593	0.169516218	0.295656699
2056	52	1	31.58	43.07	35.4	18.3	2.313	2.139	2.226	1.739	3.374	1.623	3.409	2.11	2.377	1.693	2.539	1.09	3.067	1.096	3.299	1.588	1.148	0.922	1.096	0.4	0.446	0.522	0.487	1.049	1.014	0.46375	1.0315	0.574	0.461	0.113	0.548	0.435	0.548	0.4915	0.51975	0.533875	0.485637864	0.944332	0.602281	0.765453	0.68067475	0.722265813	0.743659891	1.456913593	0.116955	0.166112917	0.086870416	0.128041944	0.107843749	0.097453975	0.170393329
2121	52	1	29.05	40.09	33.6	16.9	2.261	1.942	2.238	1.588	3.351	1.455	3.357	1.884	2.348	1.583	2.487	1.101	3.061	1.072	3.229	1.467	1.113	0.881	1.096	0.354	0.359	0.417	0.429	0.841	0.812	0.38975	0.8265	0.5565	0.4405	0.116	0.548	0.432	0.548	0.49	0.519	0.5335	0.408145246	0.91495825	0.57096025	0.73573825	0.64998525	0.69202075	0.71366925	1.224435737	0.115652	0.140401148	0.073147791	0.10814747	0.090990881	0.082155148	0.141608442
65	54	1	26.48	26.71	22.4	9	2.174	1.983	2.099	1.536	3.368	1.455	3.362	1.884	2.238	1.565	2.371	0.719	2.991	0.661	3.258	1.507	1.269	1.02	1.188	0.447	0.418	0.377	0.429	1.264	1.223	0.41775	1.2435	0.6345	0.51	0.1245	0.594	0.4695	0.594	0.53175	0.562875	0.5784375	0.437466777	1.13231925	0.71997525	0.915876	0.814050563	0.863994516	0.889693066	1.312400331	0.14249025	0.180386801	0.094686731	0.139231977	0.117383157	0.106140895	0.187004251
249	54	1	27.39	26.25	30	11.3	2.406	1.977	2.365	1.652	3.414	1.565	3.351	1.942	2.487	1.681	2.51	1.003	3.154	0.962	3.322	1.594	1.049	0.835	0.945	0.325	0.296	0.348	0.377	0.974	0.98	0.3365	0.977	0.5245	0.4175	0.107	0.4725	0.3655	0.4725	0.419	0.44575	0.459125	0.352381976	0.74618275	0.46049275	0.59483125	0.52479975	0.559099938	0.576786703	1.057145928	0.100794	0.100672007	0.053333541	0.078011379	0.065924611	0.059692114	0.106553967
1580	54	1	25.72	12.05	27.2	6.5	2.272	1.936	2.197	1.583	3.438	1.53	3.426	1.925	2.313	1.571	2.557	0.893	3.159	0.91	3.362	1.559	1.241	1.049	1.154	0.353	0.365	0.366	0.395	1.043	1.015	0.36975	1.029	0.6205	0.5245	0.096	0.577	0.481	0.577	0.529	0.553	0.565	0.387201295	1.07597775	0.75874575	0.91066575	0.83240175	0.87095775	0.89066775	1.161603884	0.10992	0.122832641	0.06400902	0.094312943	0.079384009	0.071752272	0.127683499
125	56	1	28.56	28.61	26.4	11.1	2.383	2.174	2.151	1.641	3.583	1.588	3.571	2.07	2.319	1.646	2.597	0.649	3.206	0.62	3.478	1.571	1.432	1.159	1.188	0.533	0.528	0.499	0.482	1.525	1.45	0.5105	1.4875	0.716	0.5795	0.1365	0.594	0.4575	0.594	0.52575	0.559875	0.5769375	0.53459435	1.290796	0.81024775	1.03287925	0.916905438	0.973727828	1.00301241	1.60378305	0.17683575	0.256898379	0.137880837	0.199879782	0.169502853	0.153847481	0.283606178
162	56	1	28.7	13.52	22.2	6	2.128	2.145	2.087	1.664	3.438	1.629	3.432	2.11	2.162	1.681	2.394	0.794	3.148	0.754	3.368	1.612	1.351	1.206	1.304	0.481	0.464	0.498	0.481	1.351	1.356	0.481	1.3535	0.6755	0.603	0.0725	0.652	0.5795	0.652	0.61575	0.633875	0.6429375	0.503702022	1.32183025	1.04886775	1.181869	1.114054313	1.147633141	1.164668941	1.511106066	0.09269125	0.137491763	0.070498765	0.10465716	0.087743436	0.079162469	0.14006631
1545	56	1	28.22	8.5	28	5.1	2.186	2.116	2.116	1.687	3.472	1.594	3.449	2.116	2.197	1.67	2.464	0.696	3.13	0.701	3.391	1.571	1.356	1.194	1.263	0.429	0.446	0.545	0.522	1.42	1.415	0.4855	1.4175	0.678	0.597	0.081	0.6315	0.5505	0.6315	0.591	0.61125	0.621375	0.508414411	1.28663325	0.98810775	1.13220675	1.058517	1.094951813	1.113476766	1.525243233	0.103275	0.151774666	0.078512658	0.115977589	0.097453605	0.088035252	0.157519495
128	57	1	26.16	28.3	29.9	13	2.162	2.093	2.081	1.617	3.409	1.6	3.414	2.099	2.249	1.617	2.429	0.736	3.107	0.707	3.293	1.588	1.328	1.044	1.252	0.476	0.476	0.511	0.499	1.357	1.392	0.4905	1.3745	0.664	0.522	0.142	0.626	0.484	0.626	0.555	0.5905	0.60825	0.513650399	1.248436	0.759388	0.991132	0.870219	0.92941525	0.959958563	1.540951197	0.168412	0.2511997	0.132164302	0.194271313	0.163865135	0.148176551	0.259514673
161	57	1	27.64	32	31.2	8	2.186	2.07	2.11	1.588	3.432	1.577	3.409	2.023	2.278	1.594	2.441	0.916	3.188	0.87	3.351	1.548	1.322	1.073	1.223	0.482	0.476	0.475	0.446	1.154	1.153	0.46975	1.1535	0.661	0.5365	0.1245	0.6115	0.487	0.6115	0.54925	0.580375	0.5959375	0.49192105	1.21505475	0.78627675	0.98983425	0.884180438	0.936038578	0.962694223	1.475763149	0.14908875	0.210924924	0.110790705	0.162764039	0.137253928	0.124141456	0.220019683
182	57	1	26.35	28.97	30.2	13.5	2.243	2.035	2.162	1.629	3.478	1.6	3.443	2.046	2.284	1.635	2.504	0.748	3.177	0.771	3.368	1.6	1.316	1.084	1.2	0.406	0.4	0.446	0.446	1.287	1.275	0.4245	1.281	0.658	0.542	0.116	0.6	0.484	0.6	0.542	0.571	0.5855	0.44453536	1.187764	0.790348	0.978964	0.881292	0.929287	0.95391525	1.333606081	0.1392	0.176665465	0.092818983	0.136237641	0.114902166	0.103954038	0.185637967
707	60	1	23.93	16.48	28.2	8.4	2.214	2.023	2.104	1.658	3.449	1.6	3.397	1.977	2.272	1.635	2.47	0.817	3.13	0.794	3.316	1.583	1.345	1.044	1.183	0.365	0.388	0.394	0.377	1.206	1.183	0.381	1.1945	0.6725	0.522	0.1505	0.5915	0.441	0.5915	0.51625	0.553875	0.5726875	0.398982267	1.19991225	0.697167	0.93111925	0.808480563	0.868384266	0.899397848	1.196946801	0.17977225	0.20058644	0.10724364	0.156174302	0.132273787	0.119899918	0.21517782
841	60	1	26.66	24.02	33.8	12.9	2.157	2.006	2.087	1.606	3.496	1.577	3.496	1.988	2.226	1.542	2.417	0.661	3.142	0.638	3.397	1.594	1.409	1.171	1.339	0.4	0.464	0.394	0.411	1.345	1.35	0.41725	1.3475	0.7045	0.5855	0.119	0.6695	0.5505	0.6695	0.61	0.63975	0.654625	0.436943178	1.41621325	0.96817825	1.18303275	1.07206525	1.126663938	1.154627078	1.310829535	0.15351	0.195765837	0.101886629	0.150373121	0.126516597	0.114298293	0.201225442
1994	60	2	28.02	49.07	32.1	18.1	2.168	2.035	2.052	1.629	3.501	1.606	3.414	2.052	2.22	1.594	2.388	0.928	3.212	0.91	3.328	1.588	1.449	1.108	1.246	0.406	0.441	0.464	0.446	1.107	1.142	0.43925	1.1245	0.7245	0.554	0.1705	0.623	0.4525	0.623	0.53775	0.580375	0.6016875	0.459981524	1.36439275	0.76235725	1.040187	0.894004563	0.965278891	1.002278723	1.379944573	0.21798425	0.276925207	0.149128655	0.216369876	0.183585001	0.166565762	0.300806183
2118	60	1	26.02	26.94	33.1	14	2.278	1.896	2.18	1.565	3.304	1.548	3.275	1.861	2.29	1.554	2.499	1.032	3.014	1.014	3.177	1.548	1.124	0.887	0.997	0.331	0.342	0.313	0.313	0.864	0.847	0.32475	0.8555	0.562	0.4435	0.1185	0.4985	0.38	0.4985	0.43925	0.468875	0.4836875	0.340077405	0.84450325	0.50962225	0.66627925	0.584440188	0.624482078	0.645161254	1.020232214	0.11915175	0.113885461	0.060609955	0.088441571	0.074824229	0.067791709	0.121562454
12	61	1	27.97	29.82	29.7	13	2.182	2.101	2.137	1.604	3.546	1.58	3.517	2.06	2.255	1.604	2.426	0.737	3.143	0.696	3.436	1.567	1.409	1.181	1.335	0.497	0.497	0.493	0.48	1.364	1.364	0.49175	1.364	0.7045	0.5905	0.114	0.6675	0.5535	0.6675	0.6105	0.639	0.65325	0.514959396	1.41213025	0.98189425	1.18840525	1.08190075	1.13434075	1.161169938	1.544878187	0.14763	0.221554071	0.115209291	0.170054784	0.143050313	0.129234371	0.228070367
64	61	1	29.03	29.14	25	11.2	2.209	2.122	2.151	1.728	3.449	1.594	3.472	2.035	2.307	1.675	2.499	0.899	3.107	0.846	3.345	1.594	1.298	1.038	1.263	0.394	0.447	0.441	0.441	1.223	1.189	0.43075	1.206	0.649	0.519	0.13	0.6315	0.5015	0.6315	0.5665	0.599	0.61525	0.451080345	1.22983675	0.78114175	0.99590175	0.88429675	0.939043	0.967208313	1.353241036	0.15184	0.202397495	0.105523481	0.155866302	0.131171345	0.118466526	0.205476119
712	61	1	22.8	19.3	27.8	9.2	2.174	1.977	2.116	1.594	3.386	1.565	3.409	1.901	2.261	1.565	2.47	0.916	3.078	0.887	3.287	1.565	1.27	1.026	1.235	0.383	0.412	0.336	0.336	1.061	1.014	0.36675	1.0375	0.635	0.513	0.122	0.6175	0.4955	0.6175	0.5565	0.587	0.60225	0.384059702	1.17664375	0.76288075	0.96125275	0.85834575	0.908869	0.934828313	1.152179106	0.140056	0.158909694	0.082723003	0.122245435	0.102841491	0.092871565	0.161369597
1919	61	1	23.93	12.27	25.2	5.6	2.139	1.948	2.18	1.588	3.414	1.559	3.455	1.936	2.261	1.588	2.429	0.957	3.148	0.98	3.333	1.548	1.234	1.072	1.316	0.36	0.36	0.388	0.377	0.991	0.956	0.37125	0.9735	0.617	0.536	0.081	0.658	0.577	0.658	0.6175	0.63775	0.647875	0.388772091	1.219639	0.929497	1.072948	0.99958225	1.035855063	1.054299016	1.166316273	0.093393	0.112799112	0.057029367	0.085551923	0.071450066	0.064279571	0.108925776
711	63	1	24.17	19.82	29.2	9	2.249	1.988	2.11	1.548	3.571	1.542	3.467	2.029	2.301	1.501	2.464	0.765	3.13	0.794	3.397	1.559	1.461	1.096	1.218	0.44	0.487	0.47	0.487	1.223	1.235	0.471	1.229	0.7305	0.548	0.1825	0.609	0.4265	0.609	0.51775	0.563375	0.5861875	0.493230047	1.34938575	0.71592825	1.004917	0.852096063	0.926424891	0.965150535	1.47969014	0.23332625	0.312440272	0.169902338	0.245278216	0.208617004	0.189516353	0.345250551
