Marker,Chr,cM
100008_948928,10,0.3255
100008_948983,10,0.3255
100008_1014155,10,0.4065
100008_1052769,10,0.4065
100008_1204276,10,0.6505
100008_1346288,10,0.732
100008_1478451,10,0.732
100008_1652435,10,0.813
100008_1753157,10,0.813
100008_1962814,10,1.14
100008_2025288,10,2.124
100008_2082962,10,2.124
100008_2095192,10,2.124
100008_2100826,10,2.124
100008_2116673,10,2.124
100008_2116854,10,2.124
100008_2139996,10,2.124
100008_2230480,10,2.205
100008_2284280,10,2.941
100008_2420947,10,3.595
100008_2522352,10,4.496
100008_2561452,10,4.8215
100008_2856320,10,5.723
100008_3126665,10,6.789
100008_3171589,10,7.279
100008_3173727,10,7.5235
100008_3186351,10,7.849
100008_3186752,10,7.849
100008_3358086,10,8.0115
100008_3504370,10,8.665
100008_3549934,10,9.2365
100008_3556181,10,9.318
100008_3614030,10,9.644
100008_3765532,10,10.4635
100008_3765564,10,10.4635
100008_3776025,10,10.7905
100008_3776306,10,10.7905
100008_3776307,10,10.7905
100008_3796704,10,11.1155
100008_3806245,10,11.197
100008_3806305,10,11.197
100008_3806316,10,11.197
100008_3806318,10,11.197
100008_3806327,10,11.197
100008_3806456,10,11.197
100008_3806462,10,11.197
100008_3806467,10,11.197
100008_3806489,10,11.2785
100008_3806508,10,11.2785
100008_3806509,10,11.2785
100008_3806537,10,11.523
100008_4049744,10,13.09
100008_4132520,10,13.09
100008_4269200,10,13.171
100008_4269304,10,13.171
100008_4292226,10,13.171
100008_4319765,10,13.171
100008_4319792,10,13.171
100008_4344604,10,13.9075
100008_4344615,10,13.9075
100008_4344624,10,13.9075
100008_4344625,10,13.9075
100008_4344634,10,13.9075
100008_4344655,10,13.9075
100008_4344696,10,13.9075
100008_4344759,10,13.9075
100008_4375739,10,15.142
100008_4375746,10,15.2235
100008_4375828,10,15.2235
100008_4601005,10,18.2345
100008_4607884,10,18.2345
100008_4607885,10,18.2345
100008_4707505,10,18.642
100008_4823287,10,19.4605
100008_4823531,10,19.4605
100008_4846288,10,20.2795
100008_4848968,10,20.361
100008_4848987,10,20.361
100008_4849127,10,20.361
100008_4899773,10,20.6045
100008_4899795,10,20.6045
100008_5328926,10,23.702
100008_5376395,10,24.028
100008_5649108,10,26.0995
100008_5649184,10,26.0995
100008_5665280,10,26.1805
100008_5825515,10,27.415
100008_5825579,10,27.415
100008_5844855,10,27.5775
100008_6002590,10,29.6495
100008_6002593,10,29.6495
100008_6015418,10,29.8935
100008_6235835,10,32.647
100008_6265944,10,32.8095
100008_6278858,10,32.8095
100008_6279927,10,32.891
100008_6355193,10,34.04
100008_6355224,10,34.04
100008_6427545,10,34.7765
100008_6456018,10,35.2665
100008_6463513,10,35.2665
100008_6522980,10,36.4165
100008_6751199,10,38.913
100008_6778712,10,39.649
100008_6803592,10,39.73
100008_6843789,10,40.138
100008_7048096,10,42.8065
100008_7674757,10,49.9495
100008_7674823,10,49.9495
100008_7674824,10,49.9495
100008_7674856,10,49.9495
100008_7692663,10,50.439
100008_7794080,10,51.6715
100008_7800825,10,51.7525
100008_7801091,10,51.7525
100008_7812012,10,51.997
100008_8006305,10,55.0945
100008_8193313,10,57.9335
100008_8338470,10,58.9175
100008_8345728,10,58.9175
100008_8437509,10,61.844
100008_8580397,10,64.3405
100008_8580407,10,64.3405
100008_8580408,10,64.3405
100008_8580688,10,64.4215
100008_8600021,10,64.4215
100008_8651752,10,64.829
100008_8710761,10,65.0735
100008_8760397,10,65.2365
100008_8760640,10,65.2365
100008_8760641,10,65.2365
100008_8760706,10,65.2365
100008_8935101,10,65.726
100008_8935112,10,65.726
100008_8935154,10,65.726
100008_8935182,10,65.726
100008_9384771,10,68.1405
100008_9436150,10,68.548
100008_9613080,10,70.115
100008_9613222,10,70.1965
100008_9720619,10,72.608
100008_9787824,10,72.7705
100008_9859184,10,73.3425
100008_9859206,10,73.3425
100008_9859264,10,73.3425
100008_9891384,10,73.75
100008_9891417,10,73.75
100008_9891425,10,73.75
100008_9960750,10,73.994
100008_10189952,10,75.227
100008_10266211,10,76.1285
100008_10294069,10,76.1285
100008_10294109,10,76.1285
100008_10467477,10,77.361
100008_10467483,10,77.361
100008_10467507,10,77.361
100008_10467512,10,77.361
100008_10481273,10,77.361
100008_10481482,10,77.361
100008_10481508,10,77.4425
100008_10819020,10,77.4425
100008_10819031,10,77.4425
100008_10890955,10,77.4425
100008_10891097,10,77.4425
100008_10928988,10,77.4425
100008_11023135,10,77.4425
100008_11044493,10,77.4425
100008_11135900,10,77.4425
100008_11254926,10,77.4425
100008_11255037,10,77.4425
100008_11369627,10,77.4425
100008_11546255,10,77.4425
100008_11546287,10,77.4425
100008_11585099,10,77.4425
100008_11835274,10,79.5995
100008_11835285,10,79.5995
100008_11835501,10,79.5995
100008_12023417,10,81.3345
100008_12672145,10,82.4845
100008_12762595,10,82.81
100008_12762623,10,82.81
100008_12762648,10,82.81
100008_12773014,10,82.81
100008_12812229,10,82.973
100008_12812247,10,82.973
100008_12893669,10,82.973
100008_13120486,10,83.6265
100008_13184815,10,83.7895
100008_13228409,10,83.871
100008_13373823,10,83.871
100008_13388279,10,83.871
100008_13388457,10,83.871
100008_13388470,10,83.871
100028_98959,10,83.871
100028_1143580,10,84.5245
100028_1143592,10,84.5245
100028_1144761,10,84.5245
100028_1144775,10,84.5245
100028_1144947,10,84.687
100028_1325966,10,85.507
100028_1326189,10,85.507
100028_1462449,10,87.1575
100028_2048359,10,88.4735
100028_2086847,10,88.4735
100028_2308213,10,88.4735
100028_2324354,10,88.4735
100028_2324357,10,88.4735
100028_2328453,10,88.4735
100028_2328487,10,88.4735
100028_2671163,10,88.7175
100028_2671251,10,88.7175
100028_3231558,10,89.867
100028_3405618,10,89.9485
100028_3783712,10,89.9485
100028_4055124,10,89.9485
100028_4768032,10,90.1115
100028_4768080,10,90.1925
100028_4892349,10,91.761
100028_4968955,10,91.761
100028_5575147,10,94.1725
100028_5575187,10,94.254
100028_5668308,10,94.9905
100028_5779907,10,95.398
100028_5896867,10,96.299
100028_5945615,10,97.1175
100028_5945806,10,97.1175
100028_6021257,10,97.6065
100028_6300824,10,99.6785
100028_6905839,10,100.004
100028_6907381,10,100.1665
100028_6907409,10,100.1665
100028_6999794,10,100.1665
100028_7040975,10,100.9855
100028_7743707,10,104.9555
100028_7743772,10,104.9555
100023_16706,10,105.3635
100023_98523,10,105.6895
100023_244010,10,106.3445
100023_244032,10,106.3445
100023_451246,10,106.834
100023_451257,10,106.834
100023_451262,10,106.834
100023_451460,10,106.834
100023_474633,10,106.9155
100023_566319,10,107.241
100023_734614,10,108.474
100023_773708,10,108.555
100023_920144,10,109.374
100023_920317,10,109.455
100023_1135085,10,110.4395
100023_1135169,10,110.4395
100023_1135766,10,110.4395
100023_1359739,10,110.4395
100023_1359767,10,110.4395
100023_1447090,10,110.6845
100023_1467033,10,110.6845
100023_1495251,10,110.6845
100023_1495352,10,110.6845
100023_1502374,10,110.6845
100023_1538623,10,110.766
100023_1538653,10,110.766
100023_1584355,10,110.929
100023_1790915,10,112.495
100023_1859873,10,113.231
100023_1886650,10,114.216
100023_1921116,10,114.952
100023_1982339,10,115.1955
100023_1984718,10,115.1955
100023_1984719,10,115.1955
100023_1984794,10,115.1955
100023_2000452,10,115.3585
100023_2448737,10,119.507
100023_2632493,10,120.5735
100023_2649971,10,120.5735
100023_2690556,10,122.6455
100023_2865808,10,124.802
100023_2865824,10,124.802
100023_2865844,10,124.802
100023_2901489,10,125.047
100023_2914377,10,125.373
100023_3155681,10,127.6145
100023_3171823,10,127.6955
100023_3210570,10,127.94
100023_3342520,10,128.9245
100023_3577901,10,131.166
100023_3695080,10,131.4925
100023_3707914,10,131.8195
100023_3818619,10,132.555
100023_3818636,10,132.555
100023_4081406,10,135.222
100023_4633971,10,140.167
100023_4763407,10,141.3995
100023_4781336,10,142.2175
100023_4781563,10,142.2175
100023_4781605,10,142.2175
100023_5051016,10,143.538
100023_5051096,10,143.6195
100023_5163374,10,144.6865
100023_5476483,10,148.3045
100023_5487509,10,149.042
100023_5583373,10,150.6095
100023_5684497,10,150.772
100023_5684538,10,150.772
100023_5792089,10,151.9215
100023_5898714,10,153.74
100023_5898719,10,153.74
100023_5898918,10,153.74
100023_5898939,10,153.74
100023_6105833,10,156.4925
100023_6336645,10,158.7345
100023_6341427,10,158.897
100023_6727416,10,162.692
100023_6768777,10,162.692
100023_6770510,10,162.692
100023_6818625,10,163.0175
100023_6818739,10,163.0175
100023_6827207,10,163.099
100023_6827226,10,163.099
100023_6840628,10,163.6735
100023_6840650,10,163.6735
100023_6840697,10,163.755
100023_6840777,10,163.755
100023_6840796,10,163.755
100023_6841509,10,164.3265
100023_6841511,10,164.3265
100023_6841641,10,164.3265
100023_6865568,10,164.3265
100023_6865733,10,164.3265
100023_6929735,10,165.476
100023_7101005,10,166.8755
100023_7101232,10,166.8755
100023_7421579,10,170.064
100023_7464605,10,170.3895
100023_7478723,10,170.797
100023_7626025,10,171.6155
100023_7830266,10,172.848
100023_7854250,10,173.011
100023_7854257,10,173.011
100023_7854300,10,173.011
100023_7903874,10,173.418
100023_7903900,10,173.418
100023_7932398,10,173.4995
100023_8218700,10,176.4255
100023_8218757,10,176.4255
100023_8472477,10,177.9935
100023_8545354,10,178.1565
100023_8582576,10,178.7275
100023_8582749,10,178.7275
100023_8678272,10,179.1355
100023_8824645,10,179.217
100023_8824802,10,179.217
100023_8857921,10,179.542
100023_8857952,10,179.542
100023_8857965,10,179.542
100023_8885883,10,179.705
100023_8885962,10,179.705
100023_8885980,10,179.705
100023_8885986,10,179.705
100023_8885987,10,179.705
100023_8886010,10,179.705
100023_8886013,10,179.705
100023_8886016,10,179.705
100023_8886017,10,179.705
100023_8886023,10,179.705
100023_8886034,10,179.705
100023_9165461,10,179.868
100023_9165577,10,179.868
100023_9340374,10,180.6865
100023_9438676,10,182.1695
100023_9438733,10,182.1695
100023_9438753,10,182.1695
100016_10627700,11,0
100016_10627613,11,0.0815
100016_10621688,11,0.244
100016_10605159,11,0.244
100016_10605152,11,0.244
100016_10605122,11,0.244
100016_10600911,11,0.57
100016_10600889,11,0.57
100016_10600880,11,0.57
100016_10595357,11,0.6515
100016_10595343,11,0.6515
100016_10595314,11,0.6515
100016_10595196,11,0.6515
100016_10591694,11,0.977
100016_10524740,11,1.14
100016_10524738,11,1.14
100016_10524693,11,1.14
100016_10524692,11,1.14
100016_10524665,11,1.14
100016_10524612,11,1.14
100016_10524608,11,1.14
100016_10524490,11,1.303
100016_10524457,11,1.303
100016_10524447,11,1.303
100016_10524427,11,1.303
100016_10524296,11,1.303
100016_10524282,11,1.303
100016_10524260,11,1.303
100016_10491143,11,1.384
100016_10302976,11,2.0385
100016_10178962,11,2.0385
100016_10178956,11,2.0385
100016_10177947,11,2.0385
100016_10177709,11,2.0385
100016_10155250,11,2.2005
100016_10008266,11,2.6085
100016_9817656,11,3.7575
100016_9817574,11,3.7575
100016_9817532,11,3.7575
100016_9812162,11,3.7575
100016_9675653,11,3.839
100016_9675598,11,3.839
100016_9675582,11,3.839
100016_9675558,11,3.839
100016_9549110,11,5.9965
100016_9549108,11,5.9965
100016_9549106,11,5.9965
100016_9549101,11,5.9965
100016_9549056,11,5.9965
100016_9549053,11,5.9965
100016_9549006,11,5.9965
100016_9545622,11,6.241
100016_9545615,11,6.241
100016_9416446,11,8.6525
100016_9313673,11,10.5585
100016_9313540,11,10.5585
100016_9276901,11,10.64
100016_9213070,11,12.29
100016_9171528,11,12.616
100016_9089075,11,14.099
100016_9088943,11,14.099
100016_9088927,11,14.099
100016_9088890,11,14.099
100016_8931213,11,15
100016_8931157,11,15
100016_8869765,11,16.483
100016_8869757,11,16.483
100016_8869638,11,16.564
100016_8869508,11,16.564
100016_8760700,11,17.136
100016_8760669,11,17.136
100016_8760668,11,17.136
100016_8740446,11,17.544
100016_8740432,11,17.544
100016_8740425,11,17.544
100016_8740355,11,17.544
100016_8656265,11,17.788
100016_8656229,11,17.788
100016_8656154,11,17.788
100016_8656128,11,17.788
100016_8656064,11,17.788
100016_8645802,11,18.526
100016_8645788,11,18.526
100016_8645596,11,18.526
100016_8452948,11,23.4785
100016_8452917,11,23.4785
100016_8452911,11,23.4785
100016_8452895,11,23.4785
100016_8316260,11,25.8895
100016_8316186,11,25.8895
100016_8316176,11,25.8895
100016_8316107,11,25.8895
100016_7790406,11,30.211
100016_7411269,11,34.445
100016_7127394,11,38.431
100016_7127206,11,38.431
100016_7084007,11,39.335
100016_7083985,11,39.335
100016_7083977,11,39.416
100016_7083961,11,39.416
100016_7083948,11,39.416
100016_7083930,11,39.416
100016_7083830,11,39.7425
100016_7083819,11,39.7425
100016_7083817,11,39.8235
100016_7083765,11,39.8235
100016_6975868,11,41.9035
100016_6955421,11,41.985
100016_6955385,11,41.985
100016_6955227,11,41.985
100016_6955168,11,41.985
100016_6873971,11,43.052
100016_6862858,11,43.1335
100016_6841463,11,43.1335
100016_6838107,11,43.2145
100016_6837981,11,43.2145
100016_6837979,11,43.2145
100016_6807182,11,43.377
100016_6807134,11,43.377
100016_6806973,11,43.377
100016_6806946,11,43.377
100016_6806910,11,43.377
100016_6627724,11,45.788
100016_6627662,11,45.788
100016_6603767,11,46.7725
100016_6553526,11,47.756
100016_6163779,11,51.113
100016_6136543,11,51.1945
100016_6060847,11,51.602
100016_6022079,11,52.0915
100016_4455382,11,57.671
100016_4385297,11,58.163
100016_4095275,11,58.244
100016_3750714,11,59.8105
100016_3750641,11,59.8105
100016_3418476,11,60.3825
100016_3413006,11,60.4635
100016_2720795,11,60.8715
100016_2720772,11,60.8715
100016_2720695,11,60.8715
100016_2285300,11,60.8715
100016_2282617,11,60.9525
100016_2282616,11,60.9525
100016_2282615,11,60.9525
100016_2238347,11,60.9525
100016_2238306,11,60.9525
100016_2054155,11,60.9525
100016_2053997,11,60.9525
100016_2023298,11,60.9525
100016_1879445,11,60.9525
100016_1879365,11,60.9525
100016_1767603,11,60.9525
100016_1767535,11,60.9525
100016_1605067,11,60.9525
100016_1605065,11,60.9525
100016_1605002,11,60.9525
100016_1604949,11,60.9525
100016_1128744,11,61.1965
100016_1101799,11,61.1965
100016_1101762,11,61.1965
100016_1101668,11,61.1965
100016_1099802,11,61.278
100016_951762,11,61.4405
100007_15443,11,62.345
100007_15445,11,62.345
100007_15454,11,62.345
100007_15456,11,62.345
100007_15460,11,62.345
100007_15491,11,62.345
100007_15495,11,62.345
100007_15508,11,62.345
100007_264923,11,63.0805
100007_446766,11,63.4885
100007_893563,11,64.3895
100007_981072,11,66.1245
100007_1862952,11,72.897
100007_2009582,11,74.467
100007_2154944,11,75.203
100007_3244929,11,80.6
100007_3453722,11,81.501
100007_3453768,11,81.501
100007_3703935,11,82.4025
100007_3703984,11,82.4025
100007_4117197,11,88.2525
100007_4117229,11,88.2525
100007_4117255,11,88.2525
100007_4344465,11,90.5785
100007_4344496,11,90.5785
100007_4344498,11,90.5785
100007_4376372,11,91.48
100007_4376473,11,91.48
100007_4651442,11,94.329
100007_4651543,11,94.4105
100007_4651560,11,94.4915
100007_4808082,11,95.8105
100007_4810317,11,95.9725
100007_4922998,11,96.957
100007_4974348,11,97.528
100007_4974351,11,97.528
100007_4974587,11,97.528
100007_4974608,11,97.528
100007_4974640,11,97.528
100007_4974646,11,97.528
100007_4974655,11,97.528
100007_5005548,11,97.7725
100007_5251103,11,99.929
100007_5251104,11,99.929
100007_5251133,11,100.1735
100007_5251188,11,100.1735
100007_5251219,11,100.2545
100007_5251640,11,100.2545
100007_5297680,11,100.7445
100007_5599759,11,102.3945
100007_5599822,11,102.3945
100007_5599826,11,102.3945
100007_5599867,11,102.3945
100007_5609130,11,102.8845
100007_5748195,11,103.786
100007_5748240,11,103.786
100007_5748352,11,103.786
100007_5748400,11,103.786
100007_5748438,11,103.786
100007_5748445,11,103.786
100007_5748449,11,103.786
100007_5748452,11,103.786
100007_5809241,11,104.359
100007_5825684,11,104.931
100007_5825734,11,104.931
100007_5825771,11,104.931
100007_5825795,11,104.931
100007_5825821,11,104.931
100007_5849608,11,105.012
100007_5907603,11,105.0935
100007_5984913,11,105.5015
100007_6480738,11,105.827
100007_6480775,11,105.827
100007_6618779,11,106.153
100007_6630993,11,106.153
100007_6636596,11,106.3155
100007_6745424,11,107.7155
100007_6745481,11,107.7155
100007_6770120,11,107.878
100007_6931002,11,110.7175
100007_6950050,11,110.8795
100007_6952414,11,110.8795
100007_6965151,11,110.8795
100007_6976490,11,110.8795
100007_6977874,11,110.8795
100007_6990833,11,111.0425
100007_7078984,11,111.6135
100007_7135429,11,111.6135
100007_7172261,11,112.0215
100007_7172361,11,112.103
100007_7172483,11,112.103
100007_7234111,11,112.8385
100007_7678915,11,115.595
100007_7994006,11,118.263
100007_7994013,11,118.263
100007_7994020,11,118.263
100007_8009344,11,118.263
100007_8009379,11,118.263
100007_8028075,11,119.081
100007_8028132,11,119.081
100007_8201215,11,121.836
100007_8227731,11,122.0805
100007_8227827,11,122.0805
100007_8227837,11,122.0805
100007_8227878,11,122.0805
100007_8318286,11,124.07
100007_8440378,11,125.3025
100007_8471809,11,125.384
100007_8977311,11,128.828
100007_8977312,11,128.828
100007_8977313,11,128.828
100007_9084083,11,129.729
100007_9094252,11,129.729
100007_9094263,11,129.729
100007_9094271,11,129.729
100007_9094342,11,129.729
100007_9373996,11,133.176
100007_9383407,11,133.176
100007_9657817,11,135.079
100007_9657863,11,135.16
100007_9673721,11,135.4045
100007_9673857,11,135.4045
100007_9673864,11,135.4045
100007_9800192,11,136.3885
100007_10020392,11,138.6295
100007_10373690,11,141.8145
100007_10391511,11,142.55
100007_10391625,11,142.6315
100007_10465998,11,143.9485
100007_11023631,11,153.392
100007_11378584,11,156.0595
100007_11459325,11,156.7955
100007_11459328,11,156.7955
100007_11459346,11,156.7955
100007_11467495,11,156.9585
100007_11467539,11,156.9585
100007_11467560,11,156.9585
100007_11712656,11,158.611
100007_11712661,11,158.611
100007_11714776,11,158.611
100007_11714879,11,158.611
100007_11714899,11,158.611
100007_11732974,11,159.761
100007_11733012,11,159.761
100007_11787055,11,160.6615
100007_12040058,11,163.073
100007_12059414,11,163.5625
100007_12069449,11,163.97
100007_12069485,11,163.97
100007_12089362,11,164.6235
100007_12215833,11,168.1545
100007_12215900,11,168.236
100007_12254451,11,168.4805
100007_12254474,11,168.4805
100007_12254475,11,168.4805
100007_12274446,11,168.9695
100007_12310662,11,169.377
100007_12310687,11,169.54
100007_12310690,11,169.54
100007_12310692,11,169.54
100007_12310759,11,169.54
100007_12311075,11,169.7845
100007_12312953,11,169.8655
100007_12460772,11,171.6845
100007_12486030,11,171.847
100007_12534931,11,172.173
100007_12663374,11,173.5725
100007_12827466,11,178.522
100007_12953774,11,180.09
100007_12966139,11,180.1715
100007_12966238,11,180.1715
100007_12987526,11,180.416
100007_12987530,11,180.416
100007_12987562,11,180.416
100007_12987579,11,180.416
100007_12987615,11,180.416
100007_12987616,11,180.416
100007_13036917,11,180.9875
100007_13127187,11,182.4715
100007_13174382,11,183.7875
100007_13256802,11,185.105
100007_13256807,11,185.105
100007_13256814,11,185.105
100007_13304834,11,185.841
100007_13365713,11,186.4945
100007_13365757,11,186.4945
100007_13391021,11,186.9025
100007_13530539,11,187.886
100007_13649682,11,188.1305
100007_13649690,11,188.1305
100007_13661713,11,188.1305
100007_13690458,11,188.5385
100007_13690504,11,188.5385
100007_13690640,11,188.5385
100007_13690669,11,188.5385
100007_13789413,11,188.946
100007_13789578,11,188.946
100007_13827204,11,188.946
100007_13857553,11,188.946
100007_13877695,11,188.946
100007_13889615,11,189.027
100007_13889673,11,189.027
100007_13893624,11,189.027
100007_13893718,11,189.027
100007_13944015,11,189.027
100007_13970934,11,189.1085
100007_14081110,11,189.8445
100007_14099060,11,190.0885
100007_14099207,11,190.0885
100007_14167109,11,190.0885
100007_14177756,11,190.0885
100007_14323445,11,190.251
100007_14323512,11,190.251
100031_4066063,12,0
100031_3551711,12,0.2445
100031_3285251,12,0.8155
100031_3182730,12,1.06
100031_2466020,12,3.6415
100031_2390152,12,5.545
100031_2053343,12,7.1955
100031_2053244,12,7.1955
100031_2025566,12,7.1955
100031_2025501,12,7.1955
100031_2025480,12,7.1955
100031_1971650,12,7.2765
100031_1971644,12,7.2765
100031_1971598,12,7.2765
100031_1971571,12,7.2765
100031_1971565,12,7.2765
100031_1971538,12,7.2765
100031_1971529,12,7.2765
100031_1951313,12,7.521
100031_1951312,12,7.521
100031_1951305,12,7.521
100031_1951293,12,7.521
100031_1951292,12,7.521
100031_1941185,12,8.0105
100031_1874280,12,9.2435
100031_1874234,12,9.2435
100031_1871074,12,9.2435
100031_1621383,12,11.997
100031_1612966,12,12.2405
100031_900784,12,15.5115
100031_900729,12,15.5115
100031_900589,12,15.5115
100031_822316,12,16.6625
100031_822307,12,16.6625
100031_724878,12,18.3175
100031_724873,12,18.3175
100031_532120,12,21.071
100031_255575,12,21.807
100026_8001942,12,22.5425
100026_7501369,12,25.125
100026_7149664,12,29.8035
100026_7149659,12,29.8035
100026_7149578,12,30.129
100026_7149541,12,30.129
100026_7135800,12,30.538
100026_6977228,12,31.2745
100026_6977204,12,31.2745
100026_6977001,12,31.2745
100026_6976893,12,31.2745
100026_6795479,12,34.116
100026_6795140,12,34.116
100026_6794948,12,34.116
100026_6733993,12,34.116
100026_6727826,12,34.6055
100026_6727671,12,34.6055
100026_6727669,12,34.6055
100026_6715490,12,34.6055
100026_6715479,12,34.6055
100026_6715478,12,34.6055
100026_6715447,12,34.6055
100026_6664439,12,35.013
100026_6664358,12,35.013
100026_6664328,12,35.013
100026_6489833,12,35.585
100026_6397264,12,36.7345
100026_6397248,12,36.7345
100026_6061602,12,38.722
100026_6027486,12,39.048
100026_6001844,12,39.9485
100026_5965062,12,40.438
100026_5965060,12,40.438
100026_5948248,12,40.9275
100026_5842849,12,41.009
100026_5842813,12,41.009
100026_5794033,12,41.009
100026_5793869,12,41.009
100026_5783690,12,41.009
100026_5783484,12,41.009
100026_5783058,12,41.009
100026_5782849,12,41.009
100026_5782724,12,41.009
100026_5767531,12,41.009
100026_5727531,12,41.09
100026_5727520,12,41.09
100026_5727335,12,41.09
100026_5727329,12,41.09
100026_5605720,12,41.662
100026_5605719,12,41.662
100026_5605718,12,41.662
100026_5446055,12,45.543
100026_5446054,12,45.624
100026_5371926,12,46.774
100026_5255200,12,47.8405
100026_5176239,12,47.8405
100026_4694107,12,48.7415
100026_4694000,12,48.7415
100026_4693977,12,48.7415
100026_4626371,12,48.9045
100026_4593831,12,48.9045
100026_4593476,12,48.9045
100026_4409221,12,49.067
100026_4119485,12,49.4745
100026_3815387,12,50.5425
100026_3729320,12,51.5275
100026_3398021,12,51.8545
100026_3384802,12,51.8545
100026_3384688,12,51.8545
100026_3277834,12,51.936
100026_3150569,12,53.0025
100026_754927,12,57.679
100037_1541343,12,58.333
100037_1541366,12,58.414
100037_1541522,12,58.414
100037_1595727,12,58.4955
100037_1742407,12,58.821
100037_2734820,12,63.68
100009_590241,12,67.736
100009_590246,12,67.899
100009_755144,12,69.2985
100009_809868,12,69.4615
100009_882697,12,70.115
100009_947834,12,70.5245
100009_947853,12,70.5245
100009_947858,12,70.5245
100009_947881,12,70.5245
100009_947906,12,70.5245
100009_952074,12,71.2615
100009_952107,12,71.2615
100009_952264,12,71.2615
100009_952275,12,71.2615
100009_1061088,12,72.3285
100009_1061089,12,72.3285
100009_1104673,12,73.728
100009_3262169,12,87.9335
100009_3262170,12,87.9335
100009_3262171,12,87.9335
100009_4117859,12,91.6395
100009_4345235,12,92.6225
100009_5234402,12,100.523
100009_5385878,12,102.006
100009_5483039,12,103.5725
100009_5567435,12,103.654
100009_5576602,12,103.654
100009_5576689,12,103.654
100009_5732533,12,105.7255
100009_5735349,12,105.7255
100009_5761758,12,105.8885
100009_5761794,12,105.8885
100009_5795401,12,106.5425
100009_5905325,12,107.775
100009_6142782,12,110.786
100009_6149332,12,111.03
100009_6239931,12,111.932
100009_6239945,12,111.932
100009_6249410,12,111.932
100009_6276796,12,111.932
100009_6311579,12,112.586
100009_6317176,12,112.586
100009_6474969,12,113.57
100009_6475324,12,113.733
100009_6480067,12,113.733
100009_6480915,12,113.733
100009_6487530,12,113.733
100009_6493077,12,113.895
100009_6493153,12,113.895
100009_6506718,12,114.2215
100009_6677591,12,115.371
100009_6691938,12,115.7785
100009_6816742,12,116.3505
100009_6816977,12,116.3505
100009_6969879,12,120.5845
100009_6969955,12,120.5845
100009_6971761,12,120.747
100009_6995550,12,121.731
100009_6995693,12,121.731
100009_7041686,12,122.1395
100009_7041689,12,122.1395
100009_7042771,12,122.1395
100009_7073463,12,122.4645
100009_7092308,12,122.4645
100009_7278532,12,124.2835
100009_7305632,12,124.2835
100009_7480991,12,128.96
100009_7481002,12,128.96
100009_7481003,12,128.96
100009_7481014,12,128.96
100009_7585062,12,129.696
100009_7596413,12,129.696
100009_7606978,12,129.696
100009_7704060,12,132.794
100009_7717774,12,133.2835
100009_7717821,12,133.2835
100009_7752865,12,134.5165
100009_7752874,12,134.5165
100009_7808244,12,134.598
100009_7816452,12,134.9235
100009_7816549,12,134.9235
100009_7831581,12,134.9235
100009_7831611,12,134.9235
100009_8480382,12,141.3395
100009_8508587,12,141.584
100009_8698611,12,143.8265
100009_8836637,12,143.908
100009_8854961,12,144.152
100009_8860871,12,144.152
100009_8867732,12,144.5595
100009_8952304,12,144.8855
100009_9039111,12,146.118
100009_9039128,12,146.118
100009_9039132,12,146.118
100009_9039140,12,146.118
100009_9039144,12,146.118
100009_9039145,12,146.118
100009_9039146,12,146.118
100009_9039206,12,146.1995
100009_9039210,12,146.1995
100009_9039214,12,146.1995
100009_9039216,12,146.1995
100009_9039217,12,146.1995
100009_9039220,12,146.1995
100009_9039238,12,146.1995
100009_9039242,12,146.1995
100009_9039258,12,146.1995
100009_9039262,12,146.1995
100009_9039265,12,146.1995
100009_9039267,12,146.1995
100009_9039303,12,146.1995
100009_9182534,12,148.696
100009_9182829,12,148.696
100009_9211637,12,149.1855
100009_9335891,12,152.0245
100009_9335947,12,152.0245
100009_9712704,12,156.972
100009_9989798,12,158.96
100009_10033064,12,159.2045
100009_10045514,12,159.2045
100009_10045563,12,159.2045
100009_10184041,12,160.1055
100009_10207118,12,160.1055
100009_10221345,12,160.187
100009_10221512,12,160.187
100009_10261744,12,160.268
100009_10265022,12,160.268
100009_10265349,12,160.268
100009_10322567,12,160.676
100009_10436909,12,163.087
100009_10436951,12,163.087
100009_10437028,12,163.087
100009_10437054,12,163.25
100009_10471633,12,163.822
100009_10609215,12,164.3935
100009_10674909,12,165.2145
100009_10736742,12,165.6225
100009_10742579,12,165.704
100009_10864969,12,166.8555
100009_10864973,12,166.8555
100009_10864975,12,166.8555
100009_10864978,12,166.8555
100009_10864985,12,166.8555
100009_10865095,12,166.8555
100009_11137327,12,168.936
100009_11138284,12,168.936
100009_11155877,12,169.1805
100009_11209323,12,169.262
100009_11209601,12,169.343
100009_11209624,12,169.4245
100009_11433091,12,172.178
100009_11527421,12,173.9125
100009_11617291,12,176.752
100009_11651495,12,177.6525
100009_11651496,12,177.6525
100009_11651638,12,177.8155
100009_11651785,12,177.8155
100009_11910726,12,180.827
100009_11939687,12,180.9085
100009_11953788,12,180.9895
100009_11980038,12,181.1525
100009_11980155,12,181.2335
100009_12000317,12,181.5595
100009_12000325,12,181.5595
100009_12080027,12,182.6255
100009_12328242,12,185.037
100009_12369229,12,186.104
100009_12566563,12,187.755
100009_12701932,12,188.4905
100009_12702036,12,188.4905
100009_12757023,12,188.898
100009_12790950,12,189.1425
100009_12791045,12,189.1425
100009_12791125,12,189.1425
100009_12791135,12,189.1425
100009_12791136,12,189.1425
100009_12796530,12,189.1425
